Sensor-349,Sensor-104,Sensor-511,Sensor-60,Sensor-130,Sensor-211,Sensor-438,Sensor-29,Sensor-125,Sensor-65,Sensor-101,Sensor-122,Sensor-338,Sensor-134,Sensor-167,Sensor-57,Sensor-76,Sensor-472,Sensor-201,Sensor-302,Sensor-126,Sensor-461,Sensor-96,Sensor-198,Sensor-131,Sensor-456,Sensor-184,Sensor-197,Sensor-320,Sensor-181,Sensor-317,Sensor-124,Sensor-470,Sensor-39,Sensor-352,Sensor-453,Sensor-200,Sensor-214,Sensor-15,Sensor-478,Sensor-64,Sensor-69,Sensor-59,Sensor-334,Sensor-350,Sensor-206,Sensor-204,Sensor-66,Sensor-123,Sensor-476,Sensor-574,Sensor-135,Sensor-127,Sensor-500,Sensor-512,Sensor-212,Sensor-22,Sensor-342,Sensor-366,Sensor-444,Sensor-578,Sensor-175,Sensor-173,Sensor-128,Sensor-56,Sensor-446,Sensor-480,Sensor-337,Sensor-202,Sensor-103,Sensor-139,Sensor-434,Sensor-105,Sensor-68,Sensor-100,Sensor-71,Sensor-412,Sensor-281,Sensor-115,Sensor-333,Sensor-147,Sensor-424,Sensor-388,Sensor-250,Sensor-282,Sensor-208,Sensor-542,Sensor-335,Sensor-199,Sensor-48,Good/Bad
0.0302,-0.01,49.9376,0.5091,-0.0473,0.1041,3.9934,67.6111,15.75,19.4909,0.0,15.74,1.6102,996.2163,2.7,0.9327,0.0107,6.3209,16.72,0.8054,1.078,149.3851,-0.0001,16.83,0.6887,3.8843,27.92,4.43,8.5404,16.92,4.3721,15.75,4.8258,87.1381,0.019,4.847,7.22,0.0404,7.1805,9.1825,13.7382,149.7418,4.5454,5.942,0.0208,13.75,32.386,23.1579,3.494,4.6556,1.1093,39.4787,2.688,318.7856,209.0909,0.0414,-6305.5,3.7266,0.0028,0.6774,60.4003,0.3412,0.3412,0.536,2830.0,0.6875,2.7288,8.6292,4.43,0.0016,61.3999,17.2574,0.0022,0.957,-0.1637,612.7173,2.7668,0.0225,0.002,1.6102,0.0713,70.1757,0.0046,0.0141,0.0203,16.72,8.9496,0.0935,0.285,1.217,-1.0
0.0259,-0.0094,53.1208,2.7367905228758174,-0.1419,0.1033,4.631,69.1,15.9,20.54665183006536,0.0,15.84,2.3424464705882353,997.8064,3.2,0.927,0.0102,8.0127,17.64278431372549,0.8471,1.163,29.216004622395833,0.0,19.89,0.6764,3.6396759114583332,26.6802921875,8.75511111111111,7.921663736979166,19.046783854166666,5.9903474609375,15.9,5.632,86.6582,0.0085,5.356617057291666,9.47,0.0191,5.7127,6.8964,14.005131568627453,148.7727,4.5556,6.1004,0.1041,10.26,34.727,27.13051797385621,4.809,4.9047,0.2586,36.287,2.708,431.0345,470.5882,0.2363,-5871.75,3.038,0.0031,0.523,12.5749,0.2635,0.2635,0.7242,2856.0,0.531,2.9639,9.749974836601307,7.889333333333332,-0.0455,60.8999,375.5613,0.0013,0.918,-0.0949,620.1236,2.7893,0.0157,0.0,2.6136651633986925,0.0553,81.5898,0.0,0.0,0.0163,18.38,14.158,0.0966,0.293,1.1786447916666667,-1.0
0.0172,-0.0115,26.1723,2.7367905228758174,-0.6623,0.0631,3.0841,71.3333,15.99,20.54665183006536,-0.0003,15.95,2.3424464705882353,1010.787,2.2,0.9248,-0.0087,9.656479947746572,17.64278431372549,0.7053,1.314,40.0406,0.0,20.11653167864141,0.7101,5.0999,37.987,8.75511111111111,11.5385,18.34,5.8591,16.04,5.6696534291312854,86.7612,0.0304,5.1184,11.55824297844546,0.0645,12.6669,6.246607250163293,14.005131568627453,147.42946531678643,4.5036,6.2225485956890925,0.0277,9.029366427171782,30.146270346178966,27.13051797385621,4.361,4.273448922273023,0.188,44.2527,2.588,409.1711,0.0,0.0664,-6624.5,2.725423971260614,0.0042,0.4642,7.8488,0.2314,0.2315,0.6629,2851.0,0.4616,3.2900796211626386,9.749974836601307,7.889333333333332,-0.0302,54.3,17.4239,0.0004,17.0235533638145,-0.0316,619.0349191378184,2.4981,0.0165,0.0,2.6136651633986925,0.0678,85.8063,0.0,0.0,0.0194,20.415983017635533,9.8127,0.16760483344219462,0.5552514696276943,1.3781,-1.0
0.0176,-0.0126,31.8408,0.5755,-0.1419,0.0591,3.2248,68.2222,15.9,19.4245,-0.0004,15.84,1.0858,997.8064,2.2,0.9236,-0.0034,9.4694,22.91,0.7138,1.163,26.4506,0.0,13.69,0.6764,4.8137,36.056,3.84,11.111,20.53,6.1628,15.9,3.8056,87.2,0.0319,5.7093,11.81,0.0679,8.7724,8.1897,10.8896,147.99,4.4987,4.7923,0.0788,12.12,37.391,25.0179,4.809,5.1644,0.3274,36.287,2.708,0.0,493.3333,0.186,-6736.0,3.2246,0.004,0.6176,16.3329,0.3105,0.3105,0.7242,2852.0,0.6244,4.5633,9.5024,3.84,-0.0085,62.7,6.3133,-0.0008,1.0268,0.0558,632.4409,2.8394,0.0259,0.0,1.0858,0.0498,87.9124,0.0,0.0,0.0164,28.86,14.158,0.1615,0.608,0.9032,-1.0
0.0196,-0.0095,57.971,0.2573,-0.5677,0.0654,2.2292,67.2889,15.99,19.7427,0.0001,15.94,1.5421,1009.9188,1.5,0.9265,0.0204,8.2629,17.97,0.5011,1.418,23.9436,0.0,20.78,0.6786,4.7751,35.044,5.77,10.601,18.89,5.7795,15.97,5.8789,86.8196,0.035,5.3122,9.73,0.0693,7.9538,8.6821,14.76,144.55,4.5501,6.7435,0.0096,12.55,31.673,25.518,5.261,4.4712,0.327,40.8046,3.955,581.0742,0.0,0.021,-5232.25,3.8771,0.0039,0.4452,15.6692,0.2244,0.2244,0.8522,2858.0,0.4525,2.9183,10.5388,5.77,-0.0346,70.9001,0.0,-0.0002,0.9806,0.0149,615.7736,3.2107,0.014,0.0,1.5421,0.0336,62.5989,0.0,0.0,0.0098,17.97,5.5315,0.0952,0.332,0.9141,-1.0
0.0244,-0.0081,38.3901,9.2827,-0.5677,0.0694,4.4222,65.5778,15.99,10.7173,0.0004,15.94,1.8601,1009.9188,2.9,0.9244,-0.0047,7.2772,20.92,0.8363,1.418,24.911,0.0001,17.19,0.6786,5.324,38.932,6.19,11.5492,19.37,6.2345,15.97,4.7801,86.7297,0.0448,5.4197,8.82,0.0954,6.8229,4.1834,12.9133,141.5127,4.5399,5.3034,0.0325,5.92,34.16,16.5512,5.261,4.7796,0.3025,40.8046,3.955,842.449,0.0,0.0778,-5234.5,1.6867,0.0038,0.6788,14.5051,0.3421,0.3421,0.8522,2862.0,0.6897,4.0268,9.6687,6.19,0.0357,58.3,286.102,0.0003,1.037,-0.0186,622.3282,2.6091,0.0142,0.0,1.8601,0.0501,40.6132,0.0,0.0,0.0159,25.06,5.5315,0.31,1.083,1.4231,-1.0
0.0252,-0.013,43.8462,-1.0482,0.0,0.1027,3.0707,68.3889,15.91,21.0482,-0.0005,15.87,1.7373,1001.3796,2.1,0.9236,-0.0349,10.6977,22.92,0.6173,1.541,23.6965,0.0,18.46,0.7717,5.1295,38.333,6.8,11.598,19.15,5.9818,15.96,5.1216,87.2,0.0382,5.3254,13.04,0.0861,7.8391,7.0399,11.9482,147.3027,4.4987,5.8556,0.0328,10.37,39.017,27.6136,4.563,5.4213,0.2103,36.7896,2.51,277.3532,0.0,0.0709,-6319.75,2.8966,0.0051,0.6176,10.5253,0.3105,0.3105,0.6567,2852.0,0.6244,3.969,10.5606,6.8,0.0137,61.3999,8.5262,-0.0002,1.0331,0.014,629.6309,2.7668,0.0143,0.0,1.7373,0.0551,56.4096,0.0,0.0,0.018,24.99,9.9207,0.1312,0.442,0.9156,-1.0
0.026,-0.0097,26.943,5.6309,-0.1419,0.0941,3.3147,69.3889,15.9,14.3691,0.0004,15.84,1.1712,997.8064,2.3,0.9332,0.0087,7.4025,19.95,0.739,1.163,20.8559,0.0,15.86,0.6764,4.2142,30.912,3.62,9.038,16.32,5.2759,15.9,4.5065,86.6692,0.0567,4.6274,9.32,0.1223,6.6693,5.0146,13.9137,140.79,4.5483,4.8846,0.0333,7.06,33.616,19.8754,4.809,4.7104,0.1496,36.287,2.708,503.125,0.0,0.0769,-5121.0,2.3002,0.0047,0.7964,6.5829,0.4021,0.402,0.7242,2828.0,0.8119,3.2249,8.2617,3.62,-0.0378,59.2,278.5945,-0.0004,0.9084,0.0298,618.6318,2.6887,0.0141,0.0,1.1712,0.043,30.8429,0.0,0.0,0.0134,19.95,14.158,0.0898,0.301,1.3741,-1.0
0.0116,-0.0114,46.4912,13.3709,-0.5677,0.0459,2.6121,68.9111,15.99,6.6291,-0.0002,15.94,1.3145,1009.9188,1.8,0.9247,0.0083,6.8226,10.48,0.5419,1.418,23.1715,0.0,18.34,0.6786,4.9773,36.793,4.08,10.9979,16.8,5.5776,15.97,5.1724,86.7995,0.0159,4.7226,9.05,0.0344,11.3399,11.778,3.7778,149.6009,4.5068,5.6107,0.0918,17.62,36.907,12.0446,5.261,5.0754,0.1252,40.8046,3.955,0.0,627.451,0.2225,-5229.25,4.8963,0.0047,0.8857,6.244,0.4456,0.4457,0.8522,2859.0,0.8969,3.0479,10.1918,4.08,0.0083,47.0,294.8177,-0.0006,1.0371,0.0474,636.8255,2.1649,0.0216,0.0,1.3145,0.0594,47.7429,0.0,0.0,0.0186,19.41,5.5315,0.2781,1.005,1.3704,1.0
0.0186,-0.0103,28.1553,5.1736,0.0,0.0664,3.8279,67.9222,15.91,14.8264,-0.0001,15.87,1.9397,1001.3796,2.6,0.9361,0.0124,8.4243,18.51,0.9244,1.541,24.1412,0.0,18.47,0.7717,3.9908,28.262,6.54,8.3876,17.94,5.8216,15.96,5.3002,86.8109,0.0435,5.1094,8.91,0.0878,7.9459,5.5412,17.3254,144.7345,4.5539,5.8842,0.0225,8.02,31.825,20.671,4.563,4.6291,0.3358,36.7896,2.51,0.0,910.3448,0.0492,-6183.75,2.2915,0.003,0.6935,13.6247,0.3488,0.3487,0.6567,2822.0,0.7016,3.0903,8.5629,6.54,-0.0377,58.0,7.0187,0.0004,1.0346,-0.027,598.9773,2.6565,0.0144,0.0,1.9397,0.0545,36.9121,0.0,0.0,0.016,18.51,9.9207,0.0883,0.298,1.4493,-1.0
0.0189,-0.0085,119.174,4.8373,0.0,0.0638,2.2131,67.7778,15.91,15.1627,0.0001,15.87,1.0438,1001.3796,1.5,0.9361,-0.02,5.7055,19.37,0.574,1.541,27.4139,0.0,17.05,0.7717,4.601,33.038,3.38,9.6884,17.75,5.3511,15.96,4.8592,86.8346,0.0385,5.0289,6.38,0.0767,5.7074,3.1119,15.2691,146.2127,4.5539,5.3702,0.0214,4.55,30.713,23.9068,4.563,4.4245,0.2068,36.7896,2.51,482.9493,0.0,0.0507,-5506.25,1.5461,0.0031,0.4691,13.7536,0.2366,0.2366,0.6567,2822.0,0.4774,3.1811,8.0615,3.38,0.023,45.7,188.4519,0.0,0.8726,0.0028,608.9145,2.0957,0.0145,0.0,1.0438,0.0619,50.7064,0.0,0.0,0.0192,19.37,9.9207,0.1155,0.355,1.4131,-1.0
0.0204,-0.0097,74.5149,6.3691,-0.5677,0.0805,2.3795,71.4444,15.99,13.6309,0.0003,15.94,1.8805,1009.9188,1.7,0.9254,-0.0163,8.0016,16.6,0.5411,1.418,20.4664,0.0001,11.32,0.6786,5.4363,40.545,7.56,11.9891,18.92,5.5444,15.97,3.1758,86.7752,0.0161,5.3416,10.51,0.0329,8.1367,3.5094,12.8879,143.0427,4.5596,3.7433,0.0154,5.02,34.506,19.6579,5.261,4.7518,0.2516,40.8046,3.955,0.0,965.5172,0.0363,-5622.5,1.4322,0.0044,0.7457,12.5296,0.3742,0.3742,0.8522,2861.0,0.7511,3.3797,8.9776,7.56,0.0668,54.3,0.0,-0.0004,1.0019,0.027,630.8345,2.4981,0.0172,0.0,1.8805,0.0447,57.984,0.0,0.0,0.0125,21.32,5.5315,0.3741,1.082,1.367,-1.0
0.0283,-0.0129,34.8837,0.2818,-0.6623,0.0958,4.0973,70.7778,15.99,19.7182,-0.0002,15.95,1.0747,1010.787,2.9,0.9289,-0.0071,9.9835,15.19,0.8628,1.314,26.0912,0.0,28.5,0.7101,4.8864,36.004,4.43,11.0132,20.05,6.0756,16.04,8.0001,86.575,0.0302,5.6383,11.89,0.0613,11.9112,7.9807,18.4325,144.0982,4.5406,7.9345,0.0214,11.5,35.317,26.8707,4.361,4.9745,0.2556,44.2527,2.588,777.5439,0.0,0.0461,-5046.25,3.1388,0.0083,0.6638,12.1875,0.3331,0.3331,0.6629,2847.0,0.6686,4.6139,11.1119,4.43,-0.0616,58.0,149.3111,0.0004,1.0649,-0.0298,619.4391,2.6565,0.016,0.0,1.0747,0.0516,36.3356,0.0,0.0,0.0148,28.58,9.8127,0.3577,1.297,1.3751,-1.0
0.02,-0.0099,59.8226,-0.8964,0.0,0.0645,3.5618,70.1889,15.91,20.8964,0.0001,15.87,4.267,1001.3796,2.5,0.9313,-0.0248,29.5653,20.07,0.8007,1.541,33.4113,0.0,21.74,0.7717,2.5548,18.402,16.17,5.9872,18.77,5.9494,15.96,6.233,86.6108,0.0477,5.362,32.22,0.1107,6.4152,4.4311,16.1773,150.5255,4.5229,6.5392,0.0263,6.67,29.74,25.5848,4.563,4.281,0.2491,36.7896,2.51,0.0,0.0,0.0581,-5530.0,2.0923,0.0031,0.8241,11.9961,0.4111,0.4111,0.6567,2873.0,0.8203,3.2994,12.0193,16.17,-0.0421,68.1001,70.6638,0.0002,0.9738,-0.0167,608.2918,3.1423,0.0117,0.0,4.267,0.0411,54.5892,0.0,0.0,0.0131,20.07,9.9207,0.2265,0.809,1.4149,-1.0
0.0184,-0.0095,63.3245,-0.1745,-0.1419,0.0569,3.6139,66.4111,15.9,20.1745,0.0002,15.84,1.7854,997.8064,2.4,0.9237,-0.004,7.8526,24.87,0.8085,1.163,23.7688,0.0002,22.69,0.6764,5.3883,40.043,7.01,11.769,15.49,4.6227,15.9,6.3682,86.7995,0.0291,4.3348,9.64,0.0636,9.6213,5.68,13.3946,144.1891,4.5617,6.5724,0.0266,8.19,37.093,26.166,4.809,5.1735,1.1669,36.287,2.708,621.0046,0.0,0.0595,-6339.0,2.502,0.0072,0.8857,55.411,0.4456,0.4457,0.7242,2857.0,0.8969,3.9903,9.7501,7.01,-0.0617,51.0999,1.6855,-0.0001,1.0968,0.0046,623.2545,2.381,0.0135,0.0,1.7854,0.0365,54.4003,0.0,0.0,0.0094,24.87,14.158,0.1291,0.479,0.9109,-1.0
0.0205,-0.0118,34.709,7.0709,-0.5677,0.0678,2.9726,70.6444,15.99,12.9291,0.0001,15.94,1.6214,1009.9188,2.1,0.9263,0.0087,6.8689,20.2,0.6948,1.418,25.2232,0.0001,20.27,0.6786,5.4154,39.977,6.16,11.3902,19.09,5.4252,15.97,5.6925,86.585,0.0411,5.356,8.66,0.0874,6.2768,5.7825,10.0637,144.7473,4.535,6.4359,0.0276,8.37,35.502,18.8096,5.261,4.9349,0.2759,40.8046,3.955,370.5443,0.0,0.0642,-6626.5,2.493,0.0058,0.6572,13.4998,0.3297,0.3297,0.8522,2858.0,0.6616,3.2222,9.6677,6.16,0.0891,58.3,9.4447,-0.0003,0.9701,0.0195,626.9036,2.6091,0.0156,0.0,1.6214,0.0469,64.4753,0.0,0.0,0.0137,20.2,5.5315,0.12,0.328,1.3448,-1.0
0.0194,-0.0064,90.8023,0.4545,0.0,0.0826,5.148,66.0444,15.91,19.5455,0.0004,15.87,1.3946,1001.3796,3.4,0.9302,0.0165,8.3309,16.43,1.0737,1.541,16.6815,0.0,20.86,0.7717,4.0683,30.221,4.99,8.8613,17.4,5.5892,15.96,5.8026,86.52,0.0286,4.8374,10.36,0.058,6.7015,6.2397,7.7125,143.4373,4.5729,6.4585,0.0231,8.95,33.321,26.6523,4.563,4.6526,0.3213,36.7896,2.51,58.0134,0.0,0.0503,-7148.0,2.779,0.0042,0.8651,15.9361,0.4311,0.4311,0.6567,2843.0,0.8594,4.1927,9.3684,4.99,0.0198,68.1001,23.8685,0.0001,0.9816,-0.0037,627.2873,3.1423,0.0129,0.0,1.3946,0.0464,83.9072,0.0,0.0,0.0122,26.3,9.9207,0.3489,0.998,0.8202,-1.0
0.0239,-0.0111,57.7227,2.2518,-0.1419,0.081,4.3668,68.7,15.9,17.7482,-0.0001,15.84,2.6715,997.8064,3.0,0.9313,0.0172,25.6128,17.4,1.0392,1.163,46.2235,-0.0001,23.19,0.6764,2.5615,18.443,9.75,5.9937,19.8,5.9603,15.9,6.6577,86.8774,0.023,5.6508,28.68,0.0456,8.3687,4.0085,13.6936,149.6827,4.5229,6.5017,0.0236,6.0,26.814,24.5136,4.809,3.8555,0.258,36.287,2.708,0.0,0.0,0.0515,-6235.25,1.9646,0.0069,0.6692,12.8264,0.3367,0.3367,0.7242,2873.0,0.6777,2.8526,11.2647,9.75,-0.0852,57.4001,4.2962,0.0001,0.8885,-0.0084,609.9782,2.7014,0.0221,0.0,2.6715,0.0418,64.6574,0.0,0.0,0.0125,17.4,14.158,0.1606,0.588,1.4032,-1.0
0.022,-0.0083,55.5053,0.9991,0.0,0.0682,4.5701,65.6444,15.91,19.0009,0.0006,15.87,3.7857,1001.3796,3.0,0.9308,-0.0375,28.1025,11.11,0.8719,1.541,16.3286,0.0,22.02,0.7717,2.3168,16.616,14.11,5.5307,17.67,5.5943,15.96,6.3219,87.0024,0.0136,5.0486,30.82,0.0326,6.927,4.7485,11.4805,150.9955,4.5234,6.5109,0.0201,7.17,28.136,24.1484,4.563,4.0598,0.229,36.7896,2.51,402.4691,654.5455,0.041,-6233.5,2.111,0.004,0.2771,11.7118,0.16,0.16,0.6567,2871.0,0.3786,3.3646,11.9467,14.11,0.0812,68.1001,13.1159,0.0005,0.9347,-0.0409,608.98,3.1423,0.009,0.0,3.7857,0.0468,68.9909,0.0,0.0,0.0147,20.49,9.9207,0.2098,0.755,0.9387,-1.0
0.0248,-0.0112,44.7427,2.3691,-0.1419,0.0996,1.4479,69.0667,15.9,17.6309,-0.0001,15.84,1.86,997.8064,1.0,0.9257,-0.0048,10.7846,20.42,0.3202,1.163,13.2235,0.0,16.44,0.6764,5.2458,38.501,6.91,11.4562,15.92,5.1818,15.9,4.6062,86.7366,0.0272,4.5002,12.79,0.0525,2.2935,17.9641,10.9515,149.3536,4.5024,5.1378,0.0246,26.83,38.832,25.1846,4.809,5.4789,0.399,36.287,2.708,0.0,0.0,0.05,-5394.75,6.6958,0.003,0.9083,19.6191,0.4581,0.4582,0.7242,2859.0,0.9245,4.3066,11.9992,6.91,-0.0748,52.7002,561.92,0.0001,0.9947,-0.0046,624.8609,2.3579,0.0174,0.0,1.86,0.0462,295.525,0.0,0.0,0.0146,26.91,14.158,0.2746,0.831,1.3894,-1.0
0.0236,-0.0105,43.0108,2.4182,-0.4258,0.0797,2.2536,75.4333,15.8,17.5818,0.0002,15.79,1.3214,998.6109,1.7,0.9215,-0.0158,4.5473,22.17,0.7089,1.475,26.9886,0.0,18.99,0.7217,3.4996,25.466,4.48,8.222,19.31,5.96,15.84,5.2917,86.7827,0.0146,5.3922,5.05,0.0296,6.0959,5.0925,14.0237,145.1155,4.6004,5.9317,0.0479,7.39,31.051,24.3727,4.817,4.415,0.2937,37.8933,2.76,0.0,0.0,0.1163,-5349.75,2.3748,0.0028,0.4515,17.6552,0.2275,0.2275,0.7743,2887.0,0.4586,3.6047,8.6863,4.48,-0.0156,66.5,16.896,0.0001,1.1051,-0.0037,615.0336,2.9999,0.0228,0.0,1.3214,0.0329,80.3982,0.0,0.0,0.0087,22.17,9.5742,0.1372,0.377,1.3467,-1.0
0.0186,-0.0093,49.5289,4.6209,-0.1419,0.0616,2.1031,71.3222,15.54,15.3791,0.0,15.59,1.4625,986.0991,1.5,0.9288706457925635,0.0263,7.2209,19.29,0.4711,1.239,23.5173,0.0,20.95,0.6847,4.3439,31.159,4.84,9.7021,19.1,5.9229,15.61,5.9322,86.9331,0.0166,5.3398,7.62,0.0352,5.1756,5.9706,17.8428,152.5809,4.592948532289628,6.6325,0.0262,9.11,31.736,22.4441,4.44,4.5672,0.2673,39.537,2.511,0.0,0.0,0.0512,-5714.25,2.8256,0.0036,0.5651,11.8075,0.2843,0.2842,0.7635,2855.8147423352902,0.572,3.1558,9.7813,4.84,0.0,77.2,208.7931,-0.0004,1.0804,0.0,611.2636,3.5575,0.0227,0.0,1.4625,0.0647,162.4921,0.0,0.0,0.0147,19.29,10.7691,0.0769,0.269,1.4512,1.0
0.0216,-0.0098,49.8094,2.2336,0.0,0.0805,4.6272,73.4778,15.92,17.7664,0.0,15.9,2.2496,1010.6921,3.4,0.9252,0.0038,6.803,19.07,1.058,0.9129,28.1435,0.0,19.45,0.8536,3.8236,27.896,7.85,8.5462,16.47,5.5864,15.85,5.4151,86.6174,0.0199,4.59,7.58,0.0474,4.8205,3.9954,12.5904,149.6727,4.5938,6.3306,0.0203,5.98,37.846,20.5025,3.816,5.3374,0.2937,37.117,2.911,502.1442,800.0,0.042,-5538.0,1.7875,0.0043,0.4241,17.6552,0.2148,0.2147,0.6956,2863.0,0.4351,4.0563,8.9128,7.85,0.0,50.0,41.0826,-0.0006,1.5049,0.0,620.2727,2.2668,0.0191,0.0,2.2496,0.0626,159.3003,0.0,0.0,0.0161,25.16,14.0981,0.0383,0.133,1.3843,-1.0
0.0207,-0.0102,37.3464,5.2064,0.0,0.0721,1.6302,73.6111,15.92,14.7936,0.0,15.9,1.8821,1010.6921,1.2,0.9215,-0.0073,4.5454,22.12,0.4428,0.9129,18.8183,0.0,22.77,0.8536,3.6241,26.187,5.74,8.0433,19.81,6.2473,15.85,6.3769,86.8066,0.0167,5.5206,5.0,0.0391,13.3691,4.0558,18.3982,140.5409,4.6004,6.9631,0.0149,5.7,29.725,21.7926,3.816,4.2416,0.2937,37.117,2.911,509.9757,0.0,0.0358,-5466.75,1.6991,0.0035,0.8492,17.6552,0.4273,0.4274,0.6956,2887.0,0.8603,3.6405,9.4316,5.74,0.0,50.0,70.583,0.0004,1.0921,0.0,607.6118,2.2668,0.0174,0.0,1.8821,0.0473,109.1323,0.0,0.0,0.0122,22.12,14.0981,0.1045,0.33,1.3719,-1.0
0.0227,-0.0106,58.6982,-0.5718,0.0,0.0788,3.294,66.7889,15.92,20.5718,-0.0001,15.9,2.6434,1010.6921,2.2,0.9256,0.0096,7.2289,24.36,0.8207,0.9129,72.885,0.0,23.4,0.8536,3.8682,27.929,9.34,8.8326,18.22,5.009,15.85,6.5939,86.6797,0.0399,5.1082,7.71,0.083,3.448,4.6034,13.9054,145.1091,4.6622,6.9142,0.0187,6.68,38.091,26.247,3.816,5.4747,0.3051,37.117,2.911,856.6929,0.0,0.0456,-6397.75,2.6713,0.0037,0.7161,15.1082,0.3622,0.3622,0.6956,2858.0,0.7329,4.0156,9.1378,9.34,0.0031,48.2998,19.3574,0.0003,0.9357,-0.0205,606.64,2.2057,0.0194,0.0,2.6434,0.0423,212.007,0.0,0.0,0.0104,24.36,14.0981,0.0726,0.227,1.2517,-1.0
0.0224,-0.011,25.4835,7.0273,0.0,0.0767,4.1252,70.3,15.92,12.9727,-0.0001,15.9,2.0671,1010.6921,2.9,0.9314,0.0035,6.0961,16.65,0.9631,0.9129,19.2024,-0.0001,15.7,0.8536,3.6916,26.451,6.65,8.1636,18.01,5.2684,15.85,4.4565,86.3364,0.0139,5.1099,6.93,0.0272,5.8907,3.7146,11.7043,143.7555,4.6356,5.0845,0.033,5.34,33.696,16.5255,3.816,4.8137,0.2345,37.117,2.911,0.0,0.0,0.0753,-5515.5,1.5806,0.0033,0.6436,10.5084,0.3272,0.3272,0.6956,2855.0,0.6656,4.092,9.2436,6.65,-0.0345,75.5,0.0,0.0,1.0274,-0.0028,609.7309,3.4151,0.0231,0.0,2.0671,0.0567,118.5762,0.0,0.0,0.0162,24.95,14.0981,0.1211,0.384,1.1319,-1.0
0.0289,-0.0124,33.871,2.1145,0.7096,0.0994,7.9865,72.6222,15.73,17.8855,0.0002,15.75,2.0034,998.0122,5.8,0.9258,0.0091,8.7594,22.58,1.8606,0.9838,22.3992,0.0,15.29,0.8543,3.9821,28.849,6.21,8.9723,15.94,5.1897,15.8,4.3354,86.7223,0.0394,4.5199,9.95,0.0788,6.2485,5.1912,11.6673,149.0973,4.6486,5.0323,0.0181,7.74,34.618,25.5062,3.235,4.9528,0.3051,37.2972,2.783,764.8094,0.0,0.0369,-5617.5,2.3918,0.0051,0.6958,15.1082,0.3487,0.3487,0.5653,2873.0,0.699,3.6693,8.9055,6.21,-0.0417,51.5,423.6079,0.0005,0.995,-0.0335,615.3709,2.3149,0.0182,0.0,2.0034,0.0499,90.5824,0.0,0.0,0.0122,22.58,11.0853,0.1289,0.387,1.349,-1.0
0.0222,-0.0104,28.8462,2.1973,0.0,0.0834,1.877,74.5889,15.92,17.8027,0.0,15.9,3.3792,1010.6921,1.4,0.9272,0.0055,8.702,14.72,0.4285,0.9129,15.3478,0.0,19.4,0.8536,3.4442,25.139,11.76,8.1343,19.98,6.2556,15.85,5.4045,86.5962,0.0171,5.5918,9.91,0.0385,6.6848,3.7115,8.8436,149.5355,4.5863,6.0459,0.0214,5.55,38.862,18.891,3.816,5.4659,0.26,37.117,2.911,509.6019,0.0,0.0478,-5517.75,1.7947,0.0039,0.6884,11.5777,0.3463,0.3462,0.6956,2862.0,0.6967,3.9092,9.0872,11.76,0.0,53.8,143.114,0.0,1.4794,0.0,622.3754,2.4408,0.0102,0.0,3.3792,0.0375,79.7329,0.0,0.0,0.0121,24.33,14.0981,0.0569,0.221,0.9627,-1.0
0.0154,-0.0114,30.837,4.9118,0.7096,0.0542,4.226,70.9889,15.73,15.0882,0.0,15.75,2.0694,998.0122,3.0,0.9314,0.0216,6.4761,21.37,0.9727,0.9838,36.519,0.0,17.4,0.8543,3.7061,26.363,6.37,8.1451,14.82,5.1057,15.8,4.9633,86.3364,0.0125,4.2066,6.94,0.0266,9.8057,4.8707,12.68,144.5373,4.6356,5.8436,0.0154,7.04,34.05,19.2834,3.235,4.9201,0.2345,37.2972,2.783,0.0,0.0,0.0323,-5122.5,2.5103,0.0035,0.6436,10.5084,0.3272,0.3272,0.5653,2855.0,0.6656,3.5482,9.5915,6.37,0.0286,51.5,345.3501,0.0,1.0171,-0.0028,602.2764,2.3149,0.0187,0.0,2.0694,0.0442,122.3571,0.0,0.0,0.0129,21.37,11.0853,0.0764,0.218,1.175,-1.0
0.0122,-0.0103,47.5728,4.8127,0.7096,0.0475,3.4557,72.3444,15.73,15.1873,0.0,15.75,3.0599,998.0122,2.5,0.9329,0.0108,23.3533,16.68,1.0113,0.9838,22.3428,0.0,21.46,0.8543,4.5903,33.282,11.24,9.8764,20.08,5.6728,15.8,6.0905,87.1866,0.0192,5.7028,27.02,0.0407,8.6658,2.9198,8.7067,153.4355,4.4953,6.2566,0.0435,4.48,34.955,16.9553,3.235,4.9365,0.2937,37.2972,2.783,435.0562,0.0,0.1013,-6469.5,1.4455,0.003,0.4172,17.6552,0.2104,0.2104,0.5653,2858.0,0.4244,3.5721,11.7644,11.24,0.0,75.7002,7.1129,-0.0003,1.5099,0.0,621.4909,3.4022,0.0177,0.0,3.0599,0.0642,53.6245,0.0,0.0,0.0157,22.2,11.0853,0.1734,0.597,1.4106,-1.0
