Sensor-57,Sensor-134,Sensor-76,Sensor-28,Sensor-164,Sensor-369,Sensor-108,Sensor-81,Sensor-449,Sensor-319,Good/Bad
0.9297329966946685,1011.5915220808671,-0.016569946681144792,7.244171403413521,0.13683364616645152,0.0025595584936280074,0.07863521918205878,-0.013073610945381064,0.3745216135466875,1.5026872595978151,1.0
0.9343711755080669,1000.1129313016476,-0.007100518811837904,4.957150301476657,0.1358383734587098,0.004434096751789933,0.0716975368073509,0.04811451742281376,0.8746126899455716,2.3424313671717365,1.0
0.9324724946390508,1011.1514902759444,0.006435820824451845,7.215083877057702,0.08930660948320844,0.003434669525839578,-0.08527970073918956,-0.058745669765528696,0.20573074481881765,2.486782520844574,1.0
0.9351062674863367,1008.9210816823661,-0.01397284089254055,5.116598964617247,0.13306267486336798,0.003053133743168398,0.15284074785949242,-0.09405166949002916,0.2108492535969391,2.80533583233051,1.0
0.9323720549134145,1001.858056440204,7.698554837491873e-05,6.961414647595115,0.1340465751443092,0.002495342485569081,-0.07404667571326348,-0.029513756939954987,0.14111687630016312,4.077627491837241,1.0
0.9323,1012.9091,0.22237603698268588,7.255204859889803,0.12231398774305909,0.0025812905748107025,-0.08387739539298328,-0.00010731847001516342,0.2728397601436143,1.5259987616224124,1.0
0.930722957359802,1002.9518701029523,-0.00940342730748859,6.0101729390188865,0.08532470628269592,0.002242487412115539,0.024218019506178218,-0.05737246722535426,0.11696177908767041,3.5153157378260524,1.0
0.9281014638482427,1002.391264076403,0.0004902660916790494,7.355943156168219,0.08589119183058064,0.0018910709807149386,-0.06647814259621387,0.008362674144787977,0.7712893950626558,3.691854545464587,1.0
0.9234256850507359,1000.5063319384742,-0.008389112189659598,7.386139130560435,0.1670197296538607,0.0027540738036983922,0.04555305082028833,-0.011711582046463885,0.2196397515542909,3.797180162048155,1.0
0.9328893579092923,1004.4212439778524,-0.020527553730885977,7.277941784669147,0.13151643066170637,0.002620500487731489,-0.03957419191974173,-0.007727348561971839,0.7376807305257533,4.7813056169543415,1.0
0.9316718838040964,1000.9751548252327,-0.014235645822556675,6.366465176659116,0.07133558917707808,0.003089791309515113,0.06326694864713475,-0.009636379221158703,0.4752911153707902,2.853029189467377,1.0
0.9317412348955263,1002.7020273923729,-0.0006336984253270247,7.265121434698965,0.09709273024638758,0.0021985301621473127,0.09623888547226206,0.004232762020647984,0.35106145488672547,2.5868193404057878,1.0
0.9340764079854109,1004.8081736080354,-0.013338255776299643,7.086358787190162,0.13874175922191181,0.004726602621278188,-0.10364092710529213,-0.043106903324035876,0.8488632441583767,2.7536772365229183,1.0
0.9332130917059961,1001.0748093469665,-0.02885289056683416,7.265642868119184,0.17985233956155008,0.00559242059126546,-0.07025417902901392,-0.008956321822658986,0.17115674202340983,2.143415847854627,1.0
0.9317200142401825,1010.7148877867493,0.06174840188563668,7.3068663132662115,0.12208670886639282,0.0017200142401824125,-0.08271024998442385,-0.013226452543109397,0.42925683867950437,1.8828035317432517,1.0
0.9269883218392438,1004.3068318589858,0.014026418389595341,7.316363374716794,0.10275742522918126,0.003098979310638971,-0.04222777012294977,-0.03730047813516564,0.20524557241987207,3.671867963166785,1.0
0.9293779100645093,1011.6496356440521,-0.015850805017494647,7.242964776995407,0.13836179137327773,0.00248794028755741,0.07866095246446725,-0.010144775161273352,0.37334942943035443,1.5748143439858016,1.0
0.9323190778359693,1000.8375035351102,0.00212594010058628,7.330038083717788,0.08497712578461025,0.003579389221432378,0.03104122155713524,-0.08137619142029318,0.19688093415638908,2.278652310886436,1.0
0.9288848054102143,1008.03709972633,0.015762062659177373,7.306240302580971,0.15031129596871745,0.002452935396042173,-0.026179183699015125,-0.0021217075318873714,0.252580717079935,2.8429412716030917,1.0
0.9313430850955915,1012.3723481430177,0.017462154356219336,7.395635559194278,0.12542446827935275,0.0029284574522042426,0.11234260639484933,-0.03629585126023443,0.30029968086617187,4.906331529681491,1.0
0.9331978872047956,1011.8725175246055,0.010936621783541987,7.334569729761307,0.09519717542016441,0.002330281518038168,-0.09448593161765474,-0.035569004817439805,0.2665972036185262,4.7201806283578875,1.0
0.9326882743741606,1004.1168056006807,-0.010958263882606062,4.958653971688461,0.10134334751926036,0.00228248441055906,-0.10455191447382015,-0.08500802494310551,0.1358591060081984,3.031028900318051,1.0
0.933159673893036,1012.0513532253813,0.01987807547210171,5.0938249089034295,0.08652613180454469,0.004320163053482007,0.02924994874645548,-0.01671642147288055,0.3145508517060382,2.0731586968588713,1.0
0.9321711648455165,1013.32628814657,-0.002689802177529984,7.240119077155561,0.200510768808072,0.002181978028447877,0.1029866366255052,0.00874690051963338,0.15414501104465173,2.2995274328216926,1.0
0.9258714358125724,1009.4407589178045,0.003976928198422909,7.408786607959924,0.1227326660785584,0.002317630103732635,0.01965192422554999,0.016918596189380547,0.3154314306613881,2.9877128057025555,1.0
0.9271052879956282,1009.9387302334371,-0.013642582861306473,7.25211220997603,0.2543827809246235,0.0021,0.012953902575978476,0.0301236297459292,0.30871216349331565,3.5584324464838746,1.0
0.9333472692324325,1001.1508812079771,-0.018307433257869637,6.114688668567895,0.044182341634340136,0.0021611498868044526,0.06632932296788546,-0.06613088462702683,0.19055280936279853,2.6090854222340267,1.0
0.9305325568294978,1003.4697645405103,-0.01298407449103588,7.145189573529815,0.04492686725492761,0.002680064947997482,0.02954878553744246,-0.03481216283331153,0.22229940685161992,3.0131293790107994,1.0
0.9298634556015717,1001.0223898191073,-0.01503065726104644,7.329583741078836,0.12365902074584698,0.005737410788355051,-0.012616234025826487,-0.05098442987665709,0.248496381743526,3.771777639857629,1.0
0.9270611988570671,1004.7571181825552,-0.005804284809621786,7.209798717893215,0.0892472407136694,0.0036913709166721976,0.10361140505016642,0.010968783689946806,0.21889927531065057,3.3782026014369766,1.0
0.933038072801297,1008.6800320781614,-0.006919741623251297,7.207636306671705,0.26907050689485634,0.00235522912051879,-0.06400059127076806,-0.022833136243077312,0.23095934189467354,3.5833527977184283,1.0
0.9358654033663472,1002.5211270300739,0.005505378217961982,5.614522523227834,0.14470294059283267,0.0024467604950302274,0.114168580000354,-0.026426167523609843,0.21470629811838954,2.8211547903155325,1.0
0.9335793425767305,1000.3362026597849,-0.008838933197543234,5.344579031758941,0.1197199092634055,0.004113305772879731,0.06931498865792568,0.03502607008929738,0.7796936214523675,2.4891697977412557,1.0
0.9356349683268295,1003.4695991782911,0.009112990643413872,5.106651629569269,0.12340284767805114,0.002467689893658424,0.10642276805902956,-0.011787832277560981,0.22235596617706768,2.930543107451273,1.0
0.9339394684765595,1000.2314952800286,0.022917908819601443,7.175378587819484,0.14174366633829152,0.0021977148403551027,0.052096100857604924,-0.10864957901137078,0.09807814162370498,2.4784298590434775,1.0
0.9334167997169899,998.4371734284264,0.017441249208459474,7.208193096028982,0.13765321517644274,0.00251586104183223,0.039711123728673914,-0.07788029638279721,0.10907691030334281,3.0063025814800617,1.0
0.9314378769957703,1004.706310478498,-0.020043774229741636,7.299287144364421,0.15920707668076556,0.0032955433999330265,0.030781777714268054,-0.053409815040622366,0.24739266213212435,2.9098415071617523,1.0
0.9250977855906335,1009.0969086721527,0.012012665512579714,7.368096543703396,0.16852491210537265,0.0023817647933654243,-0.0008042604655393477,-0.007853430062026927,0.1620976845787174,3.2921288656087695,1.0
0.9302892189797337,1013.235007695485,-0.0037517901146293794,7.253336734364164,0.22478966706142917,0.0019728234084864646,0.1356259174357122,0.02438381051550796,0.14816818568587659,2.3590065559849123,1.0
0.9313993824681717,1004.9571001862273,0.015856527440708812,7.277251572378321,0.11796222903768637,0.003369711324888071,-0.05877891720481331,-0.031245253249515333,0.3297478100898503,3.071059551601727,1.0
0.9332863056937557,1003.269220082912,-0.009224681315656298,7.11114395046979,0.14081369430624432,0.0044257006191276175,-0.08962722835826327,-0.03541210149256146,0.7586520650638596,2.72642675002773,1.0
0.9243082918237943,1013.13782403096,0.0027723523398093717,7.267193558363963,0.14488020172005023,0.0026152068316705667,-0.09203671921491924,0.02947923641939959,0.15466404195904343,3.7000473127794473,1.0
0.9314949527678567,1003.3788837332417,-0.010290293784339682,2.6143541314318752,0.6863929084281324,0.00404158146879893,0.027944933334970248,0.006331629375978597,0.5087353956740257,2.7844670107310754,1.0
0.9230854116290144,1001.9190766482549,-0.009504287946323993,7.410897682378105,0.06112050332937799,0.0019792508782064252,0.0379022414931073,-0.0063208720180013625,0.5194444771139413,3.9675792334721534,1.0
0.9337,1008.0063029283084,-0.009123790654140427,7.396015804360791,0.11279662305294592,0.002544052336464893,0.15446238130697318,-0.019532553272445713,0.28465063800466484,3.8863121083841614,1.0
0.9261945001594818,1006.8309135871508,0.022248668155162903,7.402825838383588,0.1561868732058304,0.003158604279632899,-0.03996610986149378,-0.04742654742129944,0.1880075662677561,3.6657886585034243,1.0
0.9321577944716519,1010.9480452091148,-0.023275817521719595,6.808641071592126,0.09665446081794189,0.00632600276111717,0.0449620488612524,-0.07714214196151632,0.19668533179258638,3.4666937127826776,1.0
0.93265565727577,1007.8574329692817,0.021092776042454908,7.305264554149899,0.160902875418377,0.004167200697792576,0.004721871668427177,0.017347318040502904,0.36220653734609753,4.065107509484713,1.0
0.9260440393607404,1003.5878627566783,-0.0013694332750026576,7.369999539580516,0.19412953896680124,0.0031124351576171253,0.037253924562727095,-0.08520468809142677,0.14990564295014872,3.9146409220663974,1.0
0.9334721931708846,1013.2998158361423,0.0022790439765516222,7.287883480146161,0.16261197487054194,0.003638802512945807,0.04321197487054193,-0.004779447582999089,0.22057104201035665,1.9366241145757859,1.0
0.9327263118728986,998.1367101142256,0.010699036326887902,7.263908296022545,0.12690814719269244,0.0039437844944125895,0.030034113036244953,-0.0321649890238075,0.3701313621649994,3.733439779732208,1.0
0.9296182813520081,1003.705247079746,-0.01047211346587558,5.9360868617811855,0.0895632050429278,0.002906884538635023,0.018305325160434704,0.045083360956123836,0.5689749666495034,3.288891572989263,1.0
0.9331652384521828,1009.2975944219628,0.018210671654444753,5.623018907166448,0.08205578027324137,0.004211156054648273,0.020915925098303506,-0.035824814018683204,0.28737639945682014,2.092977593132367,1.0
0.9321883557609766,1006.2049748793503,-0.01870958975826377,7.254341804981511,0.15670548079674457,0.0013359599574499117,0.012478434496181091,0.003084558673518499,0.2535215720479758,4.280882824664194,1.0
0.9330729734801351,1011.1614523030105,0.020438211693884163,5.325227119527072,0.082583008684943,0.004316601736988599,0.019176071339688114,-0.02235412809970644,0.3036941187989857,2.046924191370229,1.0
0.9328193418584808,1004.4501638506489,0.003659153623204953,7.302114693265244,0.09885184654734644,0.0021903290707596234,0.11071872395567117,-0.009427978175650283,0.29823292139812696,3.0289019914771016,1.0
0.9330367008542546,1004.0642327961046,-0.011928314878322696,4.953538437457988,0.09924486985505702,0.002262687451462802,-0.09301424671252109,-0.08503970007765951,0.13599372533005294,3.016933465441515,1.0
0.9323,1012.9091,0.08710824478599553,7.350160446072988,0.11214347705157861,0.0023039130104975983,-0.11022826400272814,0.007196957390229906,0.3001152206344028,1.7053695865448864,1.0
0.9250942212688895,1006.8972365355828,0.009246627579956836,7.324931906191896,0.19502197816863623,0.0027013830973832307,0.016881546308197257,-0.09636680566280245,0.1957958507078503,2.641038726726731,1.0
0.9287325159067413,1011.638148353307,0.015762438659905936,7.269539552273695,0.16335643180942833,0.002796872725798454,0.02973660459806765,0.013111834102380777,0.2601248773198118,2.169066134104408,1.0
0.9315018849780425,1009.7794528009423,0.0043018849780425425,7.1164308681111486,0.08746764333787319,0.003850942489021271,-0.0588651097513186,-0.0052398367203404525,0.175804826763746,2.5544594773678218,1.0
0.9245784551759411,1006.5991630987651,0.007061491658017779,7.337821544824059,0.1972332447232647,0.0030039757789110137,0.04135596366836652,-0.09952771673361345,0.20707512331693329,2.4731656151705548,1.0
0.9355657167971794,1004.6838370845627,-0.02768116559262919,7.168876253660217,0.15497869601144204,0.0043099463996540775,0.06621669039353391,-0.0026492232247733757,0.2530319423678558,2.1070084621163025,1.0
0.9285306086267936,996.5624957070702,0.012954540082208602,7.265872917077425,0.14586271420182795,0.002482745715963441,0.01050397872661828,0.0101795942488043,0.21204884774096666,2.671359444623674,1.0
0.9299011374426708,999.2635926959815,0.0012879313460952596,7.347477520231834,0.1657923657945286,0.0024,-0.10290117588342061,-0.0019253131912300835,0.2564159061238652,3.23215088629291,1.0
0.9269163110645828,1005.2880925521773,-0.005877158004935417,7.101133606402203,0.17213587133278496,0.0034,-0.06541335702036416,0.04035132944240902,0.6217905174755118,3.760564586442831,1.0
0.9332322580860417,1011.9159685256615,-0.00522661503964026,7.302052421641933,0.0930241930640614,0.0031,-0.04892176575013711,-0.09789596782265643,0.22144838479353646,2.8378992669667813,1.0
0.9306385529410679,1009.3002450963772,-0.030665578463523874,5.179003442069535,0.12840269790648362,0.005358871784561391,-0.17840547198746043,0.011340806776719656,0.16488724626025922,2.6061262097906663,1.0
0.935335218734439,1004.7736674929395,-0.0022763441286503174,7.116061268928469,0.19155015446048823,0.0032568124896260185,0.10019510978217877,-0.07962364125521937,0.2225275442633502,2.072368907480126,1.0
0.9266981437513522,1010.0527159181976,0.002271352572972625,7.26002142487327,0.14018302205405106,0.002958532353153286,-0.005933539583183089,0.015571942402402679,0.17466811422463022,3.712516926171738,1.0
0.9332225838778819,1004.2656103476984,0.005929243706255801,7.280662544028152,0.1410370557045095,0.004103705570450948,-0.035528141938551666,-0.007674611890695434,0.30736434611619523,2.6010207817898388,1.0
0.9348016798880218,1004.1368577521927,-0.020062714090663434,4.921750987711796,0.08525428181326869,0.0025881422719903025,-0.0011695321546076748,-0.009678626364168927,0.4624061457588709,2.773206724738541,1.0
0.9323,1012.9091,0.0880500121319242,7.3494993421329555,0.11221428662646046,0.002305844180721649,-0.11004480283144334,0.007146103240996575,0.29992532222903784,1.7041207631333335,1.0
0.9289696585892666,1005.7167777007662,0.014507421146530555,7.362122311634001,0.14900480844703556,0.002531303100140538,-0.04816137214214761,-0.0394683124439746,0.22552580533242422,4.38872985836725,1.0
0.9313648146334434,1015.5021993063974,-0.00425836302865331,7.222302936885154,0.23182686565662655,0.0017047472319957238,0.1574174578300817,0.05196646124794013,0.15213876763854406,1.9872423210313828,1.0
0.9297213867244603,1004.1853720795417,-0.015768106923214224,7.33267861327554,0.16775546633541022,0.004383786682172288,0.04342568002325843,-0.09494925328188286,0.23630202699510391,2.028991941675266,1.0
0.9292217541667042,1005.8911986105828,-0.001361517718164956,7.299472357476404,0.17264843535805208,0.0030485587616853986,-0.02400803193183583,-0.08803458971955044,0.1947543237149438,2.650759645327191,1.0
0.9334836596256624,1001.8008922804984,0.003097712733960989,7.183377786363739,0.14297189378340286,0.0031920914906415606,-0.11025991477917457,0.05092979263355503,0.13922767967284938,3.5094503014136866,1.0
0.9311242009174808,1009.8959211490734,-0.027207569134595915,5.958096809840352,0.1309945050534616,0.006119031037192298,-0.09405796767248069,0.02589335975873034,0.19323498953486545,2.7448043095168124,1.0
0.9304508995699745,1010.5351499029396,0.004039028171871408,7.268880106096075,0.14066487240265232,0.003356414982111184,0.016414260499499123,-0.024259828959673185,0.342937634691033,1.7995977718044502,1.0
0.9273822386019931,1011.9841017162302,0.00892907834657159,7.269333455091296,0.1922226208133044,0.00229233579029895,0.04102895440797201,0.023808270818874176,0.29103113950937776,2.639209020634648,1.0
0.932576460876015,1005.7452469583804,-0.03467210959660588,2.390076132116265,0.7675141628964461,0.0025683657972447754,-0.09958281606851457,-0.08467038294807001,0.7818008185559298,3.509135388112385,1.0
0.9301556678295095,1008.7079578613241,-0.02585309633477309,5.160130000251678,0.12930299218227034,0.004982385087414221,-0.19357952278117468,-0.0017380137024364112,0.16063130968381295,2.694960701330566,1.0
0.9338057338092791,1005.4191342666537,-0.017083683989302125,7.209385893251725,0.12259205692829762,0.0022488427054831233,0.06631202849501518,-0.035984999273734754,0.49412850379382756,2.2932095743359664,1.0
0.9291308358651056,987.294888102281,0.025331844020941963,7.396722854437191,0.08457582783419111,0.00017764329890973193,0.0002842292782555709,0.012568280413083218,0.21729140339728795,2.5977739326208615,1.0
0.9272423508213112,1009.4500572574103,-0.009542954828628134,7.260327802322481,0.1069510188331309,0.0035036171764374797,0.03119276564712504,0.03819209558165713,0.21188379906537905,1.9799589095165449,1.0
0.9326536509128796,1007.8859308461867,0.038406601567748645,7.2936252532074874,0.16190160041675394,0.0041914291079581155,0.0073736809585340495,0.0163752438182199,0.3584401882094765,4.029330530584241,1.0
0.9330382562299854,1005.2457567550989,-0.004142289456574343,6.445175247384296,0.13293623961669096,0.0026063760383309036,-0.022393866968463558,-0.049211109199902334,0.1388073784027172,3.686478492167892,1.0
0.9326025181539177,1005.6443306363932,-0.019603486362864964,7.241676801667854,0.18201549944970555,0.00237002420522368,-0.06550619977988222,0.0026009682089472054,0.6534954356368127,4.78533445688935,1.0
0.9323034562950042,1007.2186121384894,0.00848268364171061,7.334796043711483,0.10813778668992417,0.0024482718524978936,0.11128619807549536,-0.018817095430923327,0.2989551611869941,3.6849794568283922,1.0
0.9223279293376102,1010.1871141916556,-0.013034995576591388,7.262388975819295,0.13320438276395716,0.0021852862250734584,-0.022918783589421954,0.008406954366209664,0.18779546076131198,3.870337611780803,1.0
0.9316151024191132,1005.0602198030568,-0.019728706810465495,7.288673310677557,0.1586163252696228,0.002832788127871195,0.026459446556073504,-0.0400686790056483,0.2488400030894241,3.2336126638953964,1.0
0.9274265008915874,1003.9957476367109,0.004796036542188275,7.213511236962146,0.15639241310246615,0.0027543884804237598,-0.026861725494241262,0.0076218573975963926,0.3356366379247934,3.9182175272968043,1.0
0.9317672582497522,998.9875933297787,0.016709670009911443,7.27279134216353,0.11230967000991145,0.0022946757522300746,0.005639260393460063,-0.01489883929237142,0.3705302044251767,4.40397545057878,1.0
0.9252078974350016,1009.1551019753114,0.00705760473591894,7.062458807617409,0.1776882840154002,0.0021312552267693345,0.011157437479300225,0.0054295084831502815,0.14987921578406754,3.2756511587643966,1.0
0.9341886924336811,1003.612584942626,-0.008920136630402517,5.468026403613997,0.12534633104321946,0.003214594067064083,0.15522449665573892,-0.07726359879880809,0.2746501327630406,3.05216720091952,1.0
0.9354417505513721,1004.9855370354389,-0.025319984857908172,4.968354535040098,0.08863671615254062,0.002905886961379932,-0.014949807432602512,-0.059922461569094684,0.144779628690797,2.7858423628175446,1.0
0.9322715996259718,1006.1714762485701,-0.012829406174742417,4.248159775583084,0.18156321795335328,0.0032286877456608283,-0.02614458821483468,-0.05563630309392566,0.14926235659962067,3.633290029410584,1.0
0.931147322214047,1009.3640628249902,0.0039473222140469985,7.126299531709025,0.11445380926420065,0.0036736611070234994,-0.04139304465887156,-0.006106545698996225,0.21774172257188554,2.2966529520803953,1.0
0.9330075545755036,1004.7695817143381,-0.022861611811280408,7.297516340922318,0.18796698336664175,0.005334471214181952,0.0670382196454512,0.014646670054634991,0.19487174075970795,2.514651096105698,1.0
0.9323566971344805,1012.1037880761227,0.2005433645736523,7.255986361795403,0.12923668479285394,0.0028551371051622064,-0.06775562497643596,0.0021214624550635343,0.28501836650030127,1.9171725432761073,1.0
0.9292207626659982,1002.2045296992388,0.00646213676128401,7.196257487577856,0.1611984714267808,0.0029306106189819626,-0.04941815922969122,0.008134503618856618,0.3436787755208132,3.928230148805793,1.0
0.9300333252480376,1006.584173300974,0.012566716648494824,7.41958892172009,0.131333373759812,0.0031333351709005447,0.03805525137692978,-0.043744544653109715,0.25326654575474417,4.115277389193565,1.0
0.9283632298265476,1006.6506848378292,-0.0061128958315566275,7.26623987813932,0.14714899801502695,0.0028773163027549435,-0.0194513513421846,-0.03878315491513606,0.2512902400964553,3.245910707514964,1.0
0.9300780253389606,1004.5044710354741,0.0025208851033496535,7.291142853647481,0.15583509828858252,0.002676923547454467,-0.09318462385418042,-0.03357589515884532,0.3131438698022741,2.220470514656385,1.0
0.9336855317200636,1001.332492202931,-0.001154617397560875,7.214975642906913,0.16142126880254518,0.0034,-0.08638658142467676,-0.037198539570551054,0.2752668946981768,3.276539508797259,1.0
0.9336512980235663,1002.9742845406793,0.0050809623210281,7.208599562261697,0.1327647395583401,0.002985208256262384,-0.12469921546094243,0.0463682009545168,0.1516961816755072,4.0026629009732675,1.0
0.9266187744515811,1003.8449035284358,-0.001955461309192356,7.363559511844995,0.16936164098967724,0.0034553436041291075,0.03828833304112751,-0.0015920304617403312,0.2813384628871038,4.1596184594464995,1.0
0.9313650529347614,1001.0779356827802,-0.015103752672382498,6.530844202145531,0.0635525622476052,0.002925150355237802,0.062294070280950645,-0.01682071177144137,0.4263253988327699,2.9115590487129612,1.0
0.9335571119776966,1002.3968723434779,-0.021945683935659023,7.303027569170048,0.15995042525412348,0.005232973073128009,-0.016538174936330502,-0.038646144480397056,0.2044359851426069,2.704120017821982,1.0
0.9269828162634011,1004.4107055584119,0.014067159650832045,7.316223533090388,0.10471741022921734,0.0030890692741219346,-0.04195799690665267,-0.0381681568879906,0.20504076499851998,3.673606624017941,1.0
0.9330811572440283,1008.2681406894393,0.028550521615427336,5.267722911390831,0.13385077434806755,0.00576256722069678,0.02666946127228048,-0.06897878574938492,0.1670646213821123,2.636950622468051,1.0
0.9333606162840183,1006.2677304790188,-0.0002318735759857804,5.1748442818817395,0.4045926898420571,0.0027278767431963345,-0.08760245612274363,-0.041252384141557824,0.5527811806786651,2.839545314651103,1.0
0.9317176010332623,997.6094702842132,0.0076714667133853075,7.381416151124783,0.09968531641134307,0.0020632869146566903,0.041324689347838284,-0.054508538223055854,0.19698699242014336,2.3485818811905146,1.0
0.9342865774649735,998.3444920605995,0.005853744638511148,7.150661336803662,0.17125882424808012,0.003524598897814539,-0.0873961555277007,0.008789786282457124,0.35217909429663224,3.707907604862238,1.0
0.9303175937205986,1012.214352129946,-0.0071744827416033476,7.28847313177854,0.16053328876357204,0.003039106621106037,0.0372184152924404,-0.05015516069934058,0.33627098945159783,1.854409993564184,1.0
0.9332043642011624,1010.2636468992093,0.005523881185153463,5.5053359123239565,0.07973017278140264,0.004563491360929868,0.022336885265803838,-0.0073266060951260314,0.42605746614254664,2.3118145781937467,1.0
0.9346933321831953,1011.7548588668618,0.005644000690082864,7.266351409375422,0.145485906245785,0.004968594074992817,0.03333924878022319,-0.004876002760331453,0.23081438320079992,1.614557729282707,1.0
0.9301744829977316,997.5437046409402,0.005085150126679486,7.278886067315652,0.1182441290839292,0.007378759194555945,-0.02679530326714335,-0.006805427016925554,0.29959102707031904,1.9831895024404114,1.0
0.9266167107578435,1011.5592671650637,0.015772023845562096,7.304432043716863,0.23544367301702812,0.002445954584069692,-0.02092733693328068,-0.09255097020770531,0.19171073630247207,3.7180984151394068,1.0
0.9302968460790662,1003.84081171967,-0.016077374033266145,7.3394557079066765,0.17051251285374835,0.005084984575501977,0.022417140905162225,0.001587212886152996,0.1909451148736191,2.899829139328174,1.0
0.934,1005.3269331974683,-0.045186479587734724,2.618452839218076,0.7281682528851489,0.0031238678049500153,-0.09375082410418169,-0.07438335389952437,0.899072676865167,3.401455456006645,1.0
0.933324584209703,1008.0934355078049,-0.012990701585286814,7.336749741956245,0.12876746319247354,0.0014365436823169256,0.10992682090772994,0.016679090032849855,0.28917904416903173,4.638421731813447,1.0
0.9240674267050019,1007.8348230457209,-0.002864157303400232,7.269500723804647,0.14666003135617692,0.0026755338385190956,0.033271552652225256,-0.009378537758172243,0.3036496320876988,3.584900375225947,1.0
0.9288278279559291,1002.596797823639,0.006097268816219868,7.200035975816646,0.16014596773909576,0.002892018817100178,-0.04447840858882282,0.008022236558836882,0.3419175860167536,3.9260374327897827,1.0
0.9333042636587336,1006.8186935156776,-0.02019573634126636,4.971836852993236,0.09479612830174734,0.003487674585720548,-0.012819308843101373,0.054557168303225545,0.7816556758043469,2.5139448189356677,1.0
0.9335063754445028,1000.8645083430223,0.008033180466150425,7.164064530874443,0.18501162469955465,0.0030772454829440877,-0.05873261302308769,0.017549877366570987,0.3242620608125137,3.580504760215142,1.0
0.9317268315326325,1003.1219330989495,-0.0012379441801421698,6.110928030484241,0.10369381950387561,0.003244255041775513,0.08475002074138147,-0.057272101843304335,0.2519891480835082,3.2551372508698346,1.0
0.9180964937161552,1005.9507979816472,-0.008650144694654513,7.1502897033135016,0.13167063723124212,0.004209038292852904,0.004774096783030757,0.05628433936517598,0.7670639066805645,3.080400955884417,1.0
0.9330193417166119,1011.9393875452944,0.007711797338761005,7.278627507470298,0.09513964497719316,0.003143017751140342,-0.09880505179086664,-0.0924314497432905,0.23176066571072446,2.399651553153177,1.0
0.931289030507474,1003.421768379959,-0.025124230888397915,7.2679153205062,0.19830224302700986,0.004657972785374493,-0.04171620280193461,0.0037078441697816836,0.21178004681077217,2.501155021051493,1.0
0.9266722583000107,1007.7769932281317,-0.00029028059560219643,7.3498461928733025,0.17212344075555078,0.0031518710933390436,0.016577527261128364,0.004768795492212823,0.1661770983834065,3.0661171719917313,1.0
0.9320967181918763,1005.7300973624142,0.003964551130077242,7.206955790738101,0.13846433412359835,0.0031574179547969104,-0.055718442895539955,0.019931651588437835,0.2287894227595806,2.721806261166615,1.0
0.9330926675661418,1004.3671230173197,-0.009032390623346168,7.241813686967637,0.16983301062786282,0.003107739247757633,-0.0716798040099709,0.01156208803800847,0.15699595142834005,3.4318155155801184,1.0
0.9337809550667333,998.7500084668454,0.004442828705176732,7.244363195215824,0.08171437576694035,0.003580951749003927,0.038566917708189846,-0.11262376718326314,0.1972287183565869,2.3881104597251834,1.0
0.9324189281159397,1006.9132263027135,0.010924295415978042,7.286487412774989,0.1654384895329986,0.0039419569296795885,0.01711167667201821,0.008949865313931315,0.41582922786940135,4.155222884056316,1.0
0.9341321953173543,999.8572830263324,0.0007238142868371761,6.790374840692629,0.09349125475834895,0.003498306984151937,0.07139755054564294,-0.10708656793817979,0.21644362618467458,2.510507356470981,1.0
0.9325404767174067,1009.4934288251344,0.04185407168743954,7.320238026737127,0.1450655486434234,0.003562502766385256,-0.032625424380872535,0.014093467266739709,0.34222271047006514,3.301719563792358,1.0
0.9317720587225332,1003.7603350620305,-0.005503706752252365,7.209139772707445,0.10508088083799824,0.003296537924969368,-0.10062172143288567,-0.016264704670398596,0.8750972125042644,3.1779899385077237,1.0
0.9312052230547604,1001.8088213851995,-0.020399257039582258,7.331967979041127,0.1778451182603951,0.005902089221904145,0.030780333382231215,-0.024034430830446877,0.21016299730679405,2.719137786984595,1.0
0.9337281974082886,1005.9327450850741,-0.009533246817027302,7.122675220144359,0.13846150651705624,0.004569225977558435,-0.08095069134456485,-0.04352049871169984,0.7914933725338393,3.057895943481336,1.0
0.93664168926314,1014.1577145225423,0.010468688627588596,6.717170775026244,0.14305935427537853,0.0033674262966490783,-0.05047222984847535,-0.08374495932634823,0.32638885132219564,2.1938963480214486,1.0
0.9243195920952504,1007.4396461648597,0.010022954243768496,7.320912731695095,0.19941616189517258,0.002095101976187387,0.03402445609328316,-0.07807222487982352,0.20632809954388526,3.053287152416522,1.0
0.9328193906596457,1000.1243613828514,0.006738742020860479,7.34372874690633,0.09909277649822396,0.0034511646185316743,0.02427760193701397,-0.11198994593782316,0.19255194103088613,2.537832698545383,1.0
0.9321886259283687,1005.7048554058854,-0.01242449453043908,4.198375557021198,0.18554595543830416,0.0031722656312906912,-0.025304894395090875,-0.05188589196226359,0.14673331829667685,3.7143520130209504,1.0
0.9314857999301878,997.0703394802074,0.009384898979767584,7.254367919857194,0.13293388541054493,0.003103305729472753,0.007492938065844435,0.01237776084411085,0.22639947332328877,2.7530727092139085,1.0
0.9353141132828938,1003.3560039335533,-0.0011762808857705143,7.174798483706177,0.19423719114229487,0.0033936946004794453,0.09639967937258577,-0.06693563833183291,0.2850335327475477,2.0294885523896387,1.0
