Sensor-57,Sensor-134,Sensor-76,Sensor-28,Sensor-164,Sensor-369,Sensor-108,Sensor-81,Sensor-449,Sensor-319
0.923673808,1008.379031,0.013206135,7.326615161,0.210686366,0.002410454,0.053729612,-0.084063226,0.19120636,2.562364435
0.930940612,1003.550993,-0.020582094,7.329126191,0.161170306,0.004682969,0.041890384,-0.092545409,0.24459957,1.95376387
0.928355747,1012.165208,-0.017976625,7.216108481,0.142201464,0.002618166,0.069016832,0.000209599,0.447842142,1.703370332
0.92221534,1008.406065,-0.024181332,7.255445972,0.118943077,0.002110227,-0.033727352,0.004616449,0.214554174,3.864407911
0.930120463,1012.222864,-0.002385376,7.272296851,0.149285265,0.003062298,0.036221168,-0.043012086,0.351821092,1.688008821
0.931641288,1000.985404,-0.014322208,6.382856094,0.070559511,0.003073374,0.063169939,-0.010352759,0.47040854,2.858865446
0.926808091,1003.340275,-0.005916829,7.372602136,0.191398705,0.003626343,0.041425372,-0.077124854,0.150794434,3.750952556
0.932402947,1012.671273,-0.002235896,7.245324509,0.191046347,0.002326842,0.086481845,-0.00422322,0.155390838,2.394693156
0.931585999,1010.234879,-0.01903622,7.292089776,0.123795559,0.003401333,-0.053757329,0.024937999,0.228949325,4.604536149
0.93258253,1008.89611,0.077238434,7.284610721,0.154078338,0.003871387,-0.010619824,0.012961456,0.340855627,3.523467686
0.930079373,1005.76987,0.006612039,7.327105636,0.168017719,0.003992912,0.027368969,0.0098985,0.331735526,4.273079048
0.936699743,1003.247706,-0.001846953,7.229101448,0.10488326,0.004527411,-0.004822251,0.018840439,0.240822483,3.314937017
0.934621761,1002.185177,-0.033330431,7.229643562,0.125623222,0.004356181,0.065980746,-0.028804798,0.577381439,2.826410213
0.934905248,1010.648232,0.005059149,7.067357927,0.135084547,0.003269078,-0.028197163,-0.082641773,0.22137454,2.68497652
0.93568505,1003.727552,-0.016804721,5.014761951,0.105214593,0.00257289,0.082664167,-0.08607382,0.201026112,2.923110874
0.933557526,1002.919635,-0.006061502,7.241302143,0.156301042,0.0034,-0.076978165,-0.056207382,0.238699941,3.000409939
0.93231203,1005.669872,0.000147573,7.334301676,0.168299846,0.004089588,-0.035584608,-0.003843787,0.245256463,2.892137993
0.929617103,1006.652001,0.017039649,6.368033675,0.071532553,0.00376929,-0.01975589,-0.016286979,0.255134483,2.942860794
0.927728811,1008.52994,-0.017149689,7.184786632,0.157768752,0.0034,-0.045783901,-0.01927564,0.474229638,3.001376311
0.929241172,1013.288488,0.021022939,7.192969211,0.157940642,0.002528222,0.030962444,0.003467598,0.280416361,2.169532927
0.934375958,1012.048103,-0.012614399,5.40859031,0.130706737,0.002829326,0.081322594,-0.088762485,0.134170013,2.901069318
0.927862224,1012.587883,0.006215631,7.392919261,0.147692799,0.00261024,0.002058798,0.027590544,0.221707936,2.806609549
0.935302676,1015.328256,0.025498206,7.263358431,0.157576273,0.003691882,0.030454867,-0.002510794,0.225231933,1.534008832
0.927576175,1007.356896,-0.0007889,7.283136374,0.182156274,0.001280956,0.020802731,-0.031568225,0.226290951,3.893550594
0.929244942,1004.636358,0.018366585,6.817266673,0.130400423,0.003385636,-0.054238615,-0.081367466,0.191777353,3.7127146
0.933848329,1000.3815,-0.010319337,7.26873674,0.159358608,0.005120051,0.038283037,-0.044675015,0.169886681,2.585210356
0.930509541,1005.153038,0.006537528,7.288457346,0.179192483,0.001101515,0.102311287,0.038803736,0.168658656,2.136605079
0.931132759,1005.365964,0.008703132,7.389033824,0.12522518,0.003616693,0.014709834,-0.093909145,0.199257,2.950773505
0.934569512,1008.317598,-0.027644181,6.590030862,0.077527178,0.002763868,0.061967038,-0.096699861,0.174434948,3.216038321
0.935222327,1012.691905,-0.003756387,5.088094607,0.138446546,0.002970388,-0.077184653,-0.102144655,0.179015227,2.312408078
0.932032173,1011.111464,-0.000528534,7.205172103,0.217897682,0.002113344,0.092883452,0.041590719,0.202300148,2.462378809
0.93098689,1002.974462,0.001071031,6.30415987,0.097185896,0.00325317,0.063568067,-0.051263416,0.245178116,3.316142348
0.936739927,1002.369261,-0.017857176,4.927715766,0.064747925,0.002106394,0.079898571,-0.092834866,0.1327,2.077176313
0.929754335,1005.006309,0.017064432,7.25323037,0.156869144,0.0021,0.036252047,-0.060496824,0.121513677,2.70477471
0.932655458,1007.247287,-0.017739829,7.223960218,0.154632725,2.74E-05,0.000243808,0.041617973,0.257347572,5.190204116
0.935135152,1003.019075,-0.00989573,5.494023425,0.127119813,0.003262317,0.165144531,-0.091275246,0.271311274,2.860008371
0.932831403,1005.770988,-0.003665458,7.360239116,0.119580486,0.003421037,0.06777058,-0.102581555,0.193084268,2.325747495
0.931591736,1005.013558,-0.019770247,7.290072711,0.158694214,0.002893801,0.027029332,-0.041827665,0.248649176,3.190924464
0.936499894,1014.191056,0.013992745,6.755078381,0.129682381,0.003217034,-0.066489814,-0.074476223,0.330455728,2.567466846
0.925314803,1004.857849,0.016335838,7.391365012,0.153628951,0.002652788,0.003844335,-0.008857677,0.24363062,3.340178209
0.929384382,997.9225137,0.006974832,7.236540615,0.14721186,0.00171005,0.008276642,-0.016710721,0.405544534,2.508070318
0.934461587,1012.282383,0.009350219,5.09079619,0.118930669,0.003547408,-0.089078514,-0.06699669,0.244677764,2.107330107
0.933506224,1003.702621,-0.01043423,7.10305097,0.140593776,0.004526863,-0.094971235,-0.037787215,0.787043474,2.735311436
0.930195565,990.931442,0.024892244,7.35565963,0.099961029,0.001844646,0.008786341,-0.013552213,0.30076625,3.326726138
0.935067869,1009.484458,-0.008781853,6.099018577,0.160804943,0.003078579,0.107190759,-0.090451303,0.177657358,2.361953155
0.92487948,1005.300768,0.004650564,7.27724653,0.122745478,0.00227948,0.034698345,-0.013242848,0.118000449,3.777422827
0.928667919,1011.35139,0.01558564,7.234388606,0.179707906,0.002600442,0.037586082,0.007647814,0.307643475,1.886836511
0.936562172,1001.562372,-0.013411255,5.579147288,0.09513089,0.002355735,0.081648508,-0.087677454,0.160255809,2.000674649
0.933140832,998.8086965,0.005969307,7.346475272,0.077644441,0.003574583,0.024332346,-0.105919149,0.194206392,2.468065101
0.924773317,1004.411638,-0.008486147,7.285924463,0.044026435,0.001981671,0.088382518,-0.106331725,0.089654316,3.075692788
0.928311996,1004.343554,0.015048808,6.861209256,0.067108461,0.003525965,-0.034244789,-0.018056615,0.231421354,3.302561539
0.926893185,1009.920011,0.002191041,7.259418454,0.139494641,0.002989127,-0.005911868,0.015635681,0.175958191,3.704763716
0.93234719,1000.738381,-0.006107951,7.246909428,0.16706886,0.004093114,-0.027712548,-0.045629221,0.300000601,2.873802115
0.933341285,1005.132894,-0.019143352,7.18758449,0.131915705,0.002634222,-0.046874718,-0.00575646,0.778903616,4.709355992
0.918422462,1006.82942,-0.006230372,7.147226116,0.147855612,0.004111337,-0.038890466,0.058693244,0.831190176,2.777832132
0.930175747,1009.595828,-0.022103095,7.285230083,0.120127744,0.00319471,-0.05302814,0.021146204,0.232353041,4.493762181
0.931549936,1002.332579,-0.014311944,7.293510165,0.16372554,0.004427446,0.011738628,-0.072221474,0.26859911,2.352321345
0.928097705,1006.357452,0.000911514,5.050450301,0.131674316,0.002841868,-0.251959302,-0.089896678,0.142633997,3.103015007
0.935003916,1006.380582,-0.012034514,7.260961723,0.111355866,0.004078648,-0.032298383,0.022669215,0.241990039,3.995230361
0.923925498,1005.58422,0.000816578,7.307101762,0.106896443,0.002193626,0.070379593,-0.105182867,0.130039302,2.893060882
0.921118611,1006.169653,-0.009070946,7.186440345,0.099154187,0.00405602,0.101290571,0.023959163,0.516687242,3.162495428
0.933379503,1004.969212,0.013037721,6.31457203,0.080831413,0.003966283,0.024956336,-0.067107392,0.249482239,2.199926055
0.929908755,996.476496,0.011097575,7.267724893,0.134545364,0.002401371,0.031470665,0.007373735,0.233881954,2.554834284
0.934013355,1001.406077,-0.053510361,6.27433693,0.181721085,0.005133224,0.037262186,0.011008809,0.828507892,3.315836645
0.928159826,1009.645369,-0.0101,7.282568102,0.108865542,0.00329227,0.056266088,0.036594828,0.229131846,2.368315375
0.932353437,1003.166136,-0.012709262,5.66415223,0.084277609,0.002197612,0.017157593,-0.066168083,0.123304196,3.321872032
0.936496755,1004.308245,-0.006837222,7.242135363,0.105826832,0.00441039,-0.017563507,0.020816989,0.245252169,3.608667963
0.936012998,1003.842505,-0.022035209,5.59064407,0.064742021,0.002310201,0.069885587,-0.093730405,0.149648241,2.493883207
0.9228425,1008.514733,-0.024420736,7.25355346,0.11568058,0.002220469,-0.063160226,0.009962813,0.216794531,3.802487918
0.933984914,1009.591275,-0.023862721,7.338666975,0.115584413,0.003151044,0.066921242,-0.093310726,0.20316185,3.304749281
0.933459063,1003.36201,0.011116916,6.571357434,0.080376785,0.003875357,0.02645661,-0.078723144,0.235411495,2.239637834
0.932987658,1003.645126,-0.001600981,7.360249237,0.178561017,0.004393689,-0.05435219,0.004625807,0.204625803,3.353330441
0.93368487,998.800443,0.005665281,7.300166883,0.079086457,0.003617291,0.030714692,-0.111691022,0.195475846,2.352347975
0.933066708,1011.110407,0.013654943,7.328895105,0.08859575,0.002140801,-0.132558697,0.000640306,0.281020385,5.235367439
0.933211594,1002.439161,-7.78E-05,7.27546468,0.092618371,0.002036072,0.107469666,-0.00303721,0.304991621,2.547563344
0.926773835,1010.798487,0.002306587,7.219728408,0.135483207,0.003368992,0.015053218,-0.007437259,0.497877594,1.779317214
0.935588327,1001.958827,-0.006429297,5.523657709,0.116238135,0.00281751,0.102500664,-0.007374514,0.341632311,3.145871619
0.933898201,998.6956108,0.006997689,7.171236744,0.169928024,0.0034,-0.102017744,-0.005617212,0.336019303,3.735301716
0.932385566,1011.693743,0.184781015,7.259645479,0.13241225,0.002985047,-0.060451825,0.003507164,0.292156171,2.122508906
0.927716204,1004.835747,-0.005749382,7.244670706,0.076157923,0.00315769,0.164772374,-0.006460519,0.275582023,2.972170505
0.931403171,1007.259652,-0.013494528,7.238743216,0.161873194,0.000324207,0.005265126,0.023081282,0.249750438,4.880992185
0.933396915,1008.193808,-0.012433758,7.349841532,0.125729589,0.001602903,0.12265696,0.01379311,0.292824493,4.571581271
0.933495691,998.8489956,0.005268834,7.271615379,0.080696803,0.004057098,0.030231244,-0.110180884,0.193371373,2.366250893
0.923413964,1006.37587,0.006903833,7.320708567,0.149097998,0.002321509,0.057949317,-0.103520382,0.157738868,2.785510859
0.933751466,1001.026254,0.002673507,7.186089021,0.139793709,0.003102932,-0.103852582,0.053106142,0.133271258,3.596537335
0.923962855,1007.269384,-0.021654475,7.236419441,0.124910245,0.001625385,-0.027244554,-0.013573747,0.352199546,3.533155176
0.928962858,1007.244906,0.00389379,6.74944141,0.13905375,0.004873511,-0.082372062,-0.031034217,0.201916994,3.405149544
0.928774195,1005.958943,0.015364827,7.273062566,0.15999725,0.0021,0.031820562,-0.047504754,0.12756135,2.792392977
0.925352679,1007.595683,-0.006433049,7.227972468,0.079379315,0.003735332,0.165716541,-0.013610718,0.28521518,2.869788423
0.923390099,1007.551918,0.013800225,7.343777857,0.202040055,0.002487453,0.04909449,-0.094744439,0.20340764,2.739297522
0.934782133,1007.128508,-0.01839529,7.302248434,0.161836365,0.003837752,0.018245369,-0.034546773,0.245656965,3.070631607
0.933715913,1010.724068,-0.028265847,7.334136427,0.099727495,0.003122728,0.060918266,-0.09641132,0.197413717,3.552357891
0.934032273,1005.585332,-0.033112119,1.250461719,0.905004727,0.00327774,-0.080058231,-0.058453418,0.83470271,3.005577753
0.934882987,1006.085443,0.012847833,5.101813881,0.111872462,0.003019143,0.081131117,-0.011762766,0.249251845,2.667976163
0.932849853,1001.203867,-0.027894124,7.330246523,0.166571009,0.006232028,0.032757981,-0.029485205,0.222944367,2.495791136
0.935304053,1012.399219,-0.001522561,5.089661009,0.140081053,0.002984009,-0.114219863,-0.102308105,0.187977775,2.246673645
0.930646128,1007.093844,-0.003411209,7.268751594,0.170485577,0.003997571,-0.013113309,0.003768902,0.221777582,2.158072242
0.933519541,1001.60711,0.001591191,7.224743165,0.119693554,0.002639082,-0.013788425,0.029720385,0.202423523,3.15421796
0.932327504,1012.518447,0.080242487,7.34792454,0.115781737,0.002444394,-0.101681977,0.008076975,0.305271865,1.8901866
0.930782144,1010.117456,0.002526021,6.133655909,0.127589281,0.00402316,-0.054614552,-0.102471813,0.200138851,3.005505664
0.933676932,1013.773884,-0.019823068,5.097426201,0.111938888,0.004158478,-0.038980651,-0.110013324,0.227124668,2.253896608
0.930754458,1007.292832,0.000601106,7.247481318,0.12586662,0.003594817,-0.005482838,0.016897535,0.201498111,3.551271825
0.933523014,1009.156223,0.022853673,5.114934241,0.130698619,0.005704383,0.025061878,-0.07418359,0.167402481,2.508146411
0.924826026,1004.698766,-0.004898239,7.247149357,0.165717544,0.00435075,-0.055137508,0.039619642,0.554558909,3.195573745
0.933042534,1001.342016,-0.027536497,7.262888038,0.181713596,0.005479585,-0.065886333,-0.008732419,0.180163716,2.105126609
0.928727896,1000.256333,0.003874988,7.329517237,0.145769157,0.002894233,0.006592289,0.01262694,0.147253831,3.997692658
0.935089528,1002.885879,-0.013863864,7.165207882,0.14812649,0.003818973,-0.024386382,0.030043032,0.192354679,2.80371005
0.935538467,1003.301632,0.001146231,6.842439861,0.18284548,0.003046143,0.103161733,-0.061953219,0.22783823,2.24585631
0.934963781,1012.16102,0.004935093,5.091172836,0.131276282,0.003254461,-0.125801481,-0.085996379,0.219965613,2.140600487
0.932867754,1009.445609,0.004032722,7.275571492,0.138415902,0.003069158,-0.003693896,-0.06627378,0.180874356,2.838178089
0.928370097,1010.74452,0.001595437,7.240203786,0.114402912,0.003304272,0.076756603,-0.025680388,0.347557184,1.884439911
0.926757378,1008.664051,0.015735403,7.310497399,0.184973464,0.00268328,-0.030911518,-0.073697241,0.196654458,3.744800056
0.926606145,1011.517363,0.016854527,7.306656082,0.238812394,0.002411061,-0.023501103,-0.097531554,0.191028593,3.792559421
0.93156666,1004.963483,-0.019814827,7.291574487,0.158777801,0.002959277,0.027640909,-0.043715334,0.248444388,3.145113318
0.934087989,1003.152665,-0.013425351,5.587113347,0.124484283,0.00412898,0.067492282,0.01193588,0.708686632,2.722560674
0.927238475,1002.256088,-0.001460839,7.363822618,0.098773487,0.002028649,-0.048605521,0.00473562,0.68782963,3.741720286
0.9337,1000.361052,-0.030369638,7.331612364,0.167572102,0.006782708,0.031676281,-0.001320956,0.216594279,2.783166089
0.936092989,1004.868748,-0.008242928,7.247227308,0.107322264,0.004320664,-0.021548833,0.021317958,0.244369864,3.713221062
0.934259381,998.2580292,0.006332636,7.150627046,0.171518963,0.003512774,-0.089493816,0.008857186,0.353405292,3.731347249
0.931413665,1004.309127,-0.007409634,4.977367561,0.109019975,0.002354905,-0.146758879,-0.084892151,0.135366643,3.082592659
0.927987676,1009.202855,-0.023089871,7.276799577,0.119269677,0.002894387,-0.048137159,0.01646974,0.228470288,4.320883177
0.926922742,1010.203471,-0.004885098,7.266560653,0.133688219,0.003287541,0.020692939,0.016396222,0.20838945,2.318922672
0.933197,1002.443477,5.20E-05,7.280519947,0.094639944,0.002071998,0.105263107,-0.002281005,0.29488606,2.569096486
0.934057365,1004.943097,-0.02651312,1.070682902,0.912783015,0.003804656,-0.043174091,-0.029573387,0.775462265,2.714167958
0.934851229,1015.132152,0.002207022,7.255678612,0.138196529,0.00393614,-0.150425644,0.034398184,0.211510542,1.965624194
0.926639465,1004.354681,0.024449877,7.38614823,0.133499754,0.003492976,-0.045698599,-0.068345383,0.184245996,4.022546564
0.935614555,1004.787246,-0.008928177,5.753025238,0.07020969,0.002390766,0.012741839,-0.093724881,0.169254428,2.13747218
0.922736694,1007.896759,0.009932654,7.309721331,0.184516097,0.002426613,0.037187495,-0.061754382,0.239881913,3.096638525
0.930359525,1002.981092,-0.001328641,7.252923142,0.101916452,0.002386574,0.082920508,0.010609886,0.401604248,2.626619133
0.923084239,1002.67386,-0.006993953,7.415784251,0.06758175,0.001961818,0.039458812,-0.004311542,0.501817807,3.791374332
0.931289676,997.4409719,0.007686194,7.272175443,0.087245567,0.009355529,0.002328159,-0.013044778,0.268784059,1.909465629
0.929892317,1005.170552,-0.02229146,7.268072697,0.211679216,0.003969452,-0.020824518,0.012776645,0.241878237,2.762635503
0.936392138,1014.168293,0.014055822,6.773281337,0.128075502,0.003177612,-0.068534548,-0.07261809,0.330079897,2.657847793
0.934969656,1002.832036,-0.018743728,7.289034056,0.158424667,0.003884039,0.08051775,-0.050349383,0.423612244,2.457965505
0.934756931,1003.804674,-0.013327351,5.238833525,0.090313232,0.00232082,-0.007825164,-0.08462455,0.146491355,3.040502515
0.9337,1005.740269,-0.00548601,7.363654714,0.112038752,0.003453498,0.074203845,-0.098654283,0.197268115,2.376405765
0.934312637,1004.871874,-0.000864027,7.236481194,0.113308339,0.004152963,-0.005087485,0.018060339,0.22503326,3.409828372
0.933761977,999.0878645,0.009517633,7.156937193,0.179309754,0.003244369,-0.085020202,0.013381614,0.345408135,3.774368352
0.934600262,1012.24887,0.008131029,5.090900197,0.122339776,0.003466514,-0.099219165,-0.072243249,0.23785377,2.116517363
0.932143426,998.8695827,0.00803685,7.201568274,0.178697355,0.003332895,-0.075254046,-0.012599937,0.314883039,3.94550529
0.931725294,1014.58632,-0.003562967,7.230105554,0.218717175,0.001903309,0.134736379,0.033697108,0.151748454,2.116460162
0.933328128,1013.683531,-0.0184252,5.101565796,0.114239573,0.004109849,-0.054629717,-0.11818851,0.189470055,2.29523169
0.925541069,1009.879207,-0.006313513,7.2517347,0.141650513,0.002378316,0.051035694,-0.000552672,0.339256353,2.926643202
0.9337,1007.171458,-0.013643763,7.39192201,0.122540899,0.003083717,0.150767729,0.001171843,0.292101956,4.027796357
0.93364975,1008.013404,-0.002969414,7.276904887,0.133590227,0.003104386,-0.017384574,-0.070079482,0.257735204,3.26743452
0.9354,1006.116564,-0.000169115,6.692700441,0.18218865,0.003211519,0.022937408,-0.084520867,0.223106735,2.051542786
0.932939931,1001.091684,-0.028212614,7.330188616,0.166828375,0.006302803,0.03224325,-0.026509413,0.22201785,2.522058535
0.930913437,1009.326008,0.003071905,7.285138984,0.147532847,0.003538627,0.003491256,-0.019185938,0.318661448,2.071121029
0.935431209,1003.840156,-0.013149413,5.136707095,0.132629405,0.00313134,0.178159095,-0.086987647,0.276518381,2.949104177
0.933955807,1003.525487,-0.002583636,5.626664691,0.125953244,0.004098441,0.022150937,0.009076652,0.705651986,2.361767646
0.933635342,1001.16404,-0.026848121,7.317630573,0.164905016,0.006145661,0.007791473,-0.018254093,0.209781728,2.725789833
0.931855021,1013.028148,0.012493138,7.323693064,0.094539944,0.002304508,-0.077696972,-0.018804708,0.337855722,4.181437388
0.923229071,1008.350484,-0.000638892,7.261893421,0.144900519,0.002427132,0.031967444,0.000992234,0.311091333,3.788299976
0.926965475,1009.590457,0.003668362,7.367884598,0.157896832,0.002150344,0.054329585,0.005291747,0.191817205,3.442276422
0.932193497,1000.800427,-0.012759861,6.087020303,0.08456676,0.003369681,0.064920845,0.002577009,0.558532991,2.75352824
0.935227101,1004.360295,-0.00353008,7.359588021,0.188808073,0.0032818,0.094641628,-0.078992886,0.229705426,2.161348765
0.93545274,1000.480996,0.00204378,7.236357099,0.112871199,0.00410644,-0.00016736,0.01666388,0.24003298,3.07858979
0.934918281,1002.535279,0.006971838,5.100698721,0.129729249,0.002248617,0.069074636,-0.020636062,0.200111468,3.082198898
0.931970088,1010.427623,0.005263539,7.156704222,0.083947605,0.00370262,-0.072853509,-0.027797419,0.181816187,2.56683265
0.932782386,1012.660726,-0.024335213,7.218812407,0.206815004,0.003016581,0.019837265,-0.090691706,0.263797964,2.688238057
0.933797416,1002.550641,0.008735954,7.212157291,0.14602584,0.002661942,0.003466518,-0.101457881,0.137494021,2.465128094
0.93535518,1003.613548,-0.00085256,7.360711511,0.197577828,0.003291381,0.098156093,-0.076716428,0.233460335,2.011953512
0.932018574,1004.598314,-0.01097214,7.236373403,0.106929668,0.003736429,-0.01600343,0.013603876,0.237018933,3.490745964
0.930807572,1006.327419,0.003819479,7.290384125,0.141390066,0.00277906,-0.095023082,-0.048983929,0.294423692,2.260624785
0.92247751,1003.539243,-0.01404456,7.367238628,0.076067206,0.001961245,0.018983919,-0.004294692,0.437433271,3.910360514
0.932831161,1003.649422,0.003505525,7.194470267,0.140851272,0.003175779,-0.084600397,0.036346443,0.181362793,3.138896201
0.928888076,1005.362512,0.015927573,6.643519487,0.069061274,0.00363337,-0.027849328,-0.01727549,0.241888428,3.143788122
0.933612905,1011.720197,0.001189827,5.10999021,0.121709472,0.004940305,-0.008287859,-0.097555373,0.180301908,2.370837182
0.933560472,1013.804215,-0.026656789,5.138307927,0.115192578,0.004797976,-0.053277087,-0.08123191,0.191384791,2.2246246
0.929285531,1005.359566,-0.003858854,7.313366157,0.100822154,0.002350741,0.1115589,-0.012608969,0.199818655,4.242179725
0.926051995,1007.125354,0.020918616,7.39831316,0.157790062,0.003057663,-0.034877471,-0.042284469,0.184640871,3.617235802
0.924851191,1006.189189,-0.00891466,7.233448332,0.074341095,0.003936584,0.180874003,-0.007990289,0.257192869,3.254138673
0.9322831,1003.819679,0.005260785,7.361332471,0.120506996,0.002660131,-0.111859567,-0.044112994,0.177474434,3.660346868
0.92678144,1006.168284,-0.006591272,7.36046801,0.167680727,0.003131927,0.048280727,-0.011318138,0.220165542,3.196361069
0.934159209,1002.125446,-0.011199719,5.375945346,0.129024573,0.004253616,0.068872174,0.025360895,0.771173487,2.597978675
0.929726776,1007.992058,0.001024269,7.250658398,0.129493731,0.003433612,-0.005597025,0.016561692,0.194700638,3.592123836
0.928859211,1008.943191,0.146731469,7.304130669,0.139682614,0.002669511,-0.03563197,-0.005813317,0.253239968,2.385358033
0.929814615,1012.242329,0.005450444,7.246552526,0.130740709,0.003094343,0.033801383,-0.031310427,0.376820909,1.43715615
0.933664671,1010.939852,-0.029104592,7.33327341,0.096706934,0.003117334,0.059774768,-0.097001948,0.196318764,3.599524487
0.929107243,1001.218272,0.003354543,7.285410831,0.186379265,0.003223153,-0.019249266,-0.048741493,0.232759766,3.930141471
0.930846985,1014.37516,-0.003976854,7.238003058,0.228410254,0.001835828,0.146810596,0.038200754,0.149088011,2.170148899
0.929860754,1011.77805,-0.017018703,7.241170013,0.138130854,0.002517759,0.081571016,-0.011059799,0.376018587,1.431207972
0.930678238,1008.814504,0.003478238,7.139355719,0.150156358,0.003439119,-0.018277599,-0.007253197,0.273224004,1.955576344
0.932494248,1007.996322,-0.013720801,7.201111538,0.238676945,0.002225664,-0.088170778,-0.003173447,0.427246646,4.371092376
0.934422607,1007.430281,0.001512924,5.12645068,0.114415904,0.003688697,0.119812775,-0.056393569,0.29834321,2.568754689
0.932340219,1012.337834,0.077950455,7.34627148,0.117530166,0.002511152,-0.097558864,0.008436198,0.307478064,1.974464045
0.934549973,1012.261023,0.00857315,5.09086248,0.121103514,0.003495849,-0.095541807,-0.070340662,0.240328391,2.11318574
0.929295971,1006.175903,0.017124904,7.422583025,0.135020143,0.003300916,0.010315109,-0.052883263,0.242239755,4.07983972
0.930586407,1006.252728,0.001129198,7.311427911,0.076157704,0.002484395,-0.226623757,0.042548103,0.669608937,3.363969411
0.933173417,1011.97809,0.000613387,7.29580053,0.094348123,0.0031,-0.072002277,-0.097675313,0.227744407,2.637206201
0.92618278,1000.576319,-0.002900027,7.260676195,0.133162006,0.002330886,-0.007897754,0.007390123,0.2182,3.109584688
0.926502176,1010.972103,0.00645963,7.407203047,0.135213273,0.00239815,0.015169642,0.021722959,0.273252348,2.805844866
0.934333869,1014.831142,0.00020813,7.249376222,0.122440555,0.004030206,-0.283105059,0.060031038,0.205161119,2.262471458
0.930959715,1000.272077,-0.007906442,7.273562957,0.081956983,0.002347482,-0.025443425,-0.029143119,0.194199857,3.741429217
0.92979655,1008.568654,-0.013877795,7.240662262,0.13105927,0.00178282,0.01589257,0.042771568,0.234727087,3.560174921
0.926366423,1009.924082,-0.014346264,7.26415688,0.249691575,0.0021,0.029818786,0.035471604,0.3196544,3.495347461
0.932503686,1001.634981,-0.026670175,7.330469059,0.16558196,0.005960039,0.034736081,-0.040921092,0.226504945,2.394846253
0.932551726,1011.265647,0.006620694,7.224290556,0.090151743,0.003392413,-0.087239355,-0.063626319,0.209502155,2.474158332
0.9354,1008.076096,0.000249618,6.164398557,0.168928762,0.00314173,-0.036662303,-0.090452922,0.214987961,2.090461722
0.931714993,1011.424066,-0.004611685,5.804854976,0.122925037,0.004079697,-0.050134051,-0.108139576,0.197792595,2.760067492
0.931788731,999.3642339,0.015850765,7.269452349,0.111450765,0.002101422,0.00403955,-0.011227021,0.366181998,4.418813033
0.933888153,1000.988502,0.024232648,7.169586521,0.143676107,0.0021,0.054942181,-0.115291901,0.096007141,2.335237768
0.93221973,1006.267628,-0.018653813,7.252462819,0.156600899,0.001254038,0.011713244,0.005446364,0.253777797,4.338200621
0.930859345,1005.492055,-0.005570279,7.289371329,0.163771774,0.0031863,-0.040230895,-0.084728799,0.1943411,2.654616401
0.931615092,995.6185287,0.022046276,7.159915881,0.100615128,0.00114783,-0.019243036,-0.018316999,0.246617549,2.32784238
0.925815491,1010.005834,-0.006995648,7.25110745,0.141415294,0.002386157,0.053011533,-0.001238727,0.341694789,2.82995647
0.933473232,1008.697721,0.023977846,5.124503585,0.132518167,0.005969598,0.026222605,-0.060517444,0.165256399,2.523405661
0.930847043,994.4150017,0.002060336,7.312841616,0.133691803,0.003395279,0.005505044,0.004890619,0.148681604,4.429361024
0.930971779,1005.175911,0.017801272,7.249408234,0.118112421,0.002698589,-0.036172493,-0.01463109,0.285871565,2.955305221
0.929337786,1002.789032,0.003510239,7.346187262,0.069193228,0.001725853,-0.087247001,0.012359903,0.875532216,3.651748579
0.931445456,1002.59346,-0.021080207,7.336163027,0.17000202,0.005697576,0.024267679,0.000578989,0.198793948,2.847133481
0.932124561,1008.49444,-0.000946225,7.243264339,0.075145782,0.002830913,-0.047184478,-0.0794721,0.23721452,2.638059692
0.928899233,1003.428169,0.000692494,7.232364227,0.205343022,0.002682082,-0.034980452,-7.44E-05,0.370105813,1.738028863
0.933105875,1002.237784,0.000414516,7.277706146,0.093216741,0.002011479,0.108045586,-0.002217624,0.295874889,2.545086967
0.933683999,1011.674196,-0.028613909,7.113671488,0.092326292,0.003090316,0.03539525,-0.09924863,0.193351998,3.597935206
0.928765584,1004.696314,0.019754737,5.845317183,0.331593597,0.004014146,-0.050457061,-0.056401125,0.320137513,3.556643024
0.935309703,1005.411687,-0.013091288,5.140909485,0.135097028,0.003154851,0.178507504,-0.089237034,0.262759166,2.907121304
0.931286234,1003.823865,-0.019625005,7.32257026,0.159300568,0.004499158,0.02701383,-0.091690739,0.235383457,2.040505738
0.930067409,1002.865723,-0.008074288,6.149293502,0.085745701,0.00226053,0.027056724,-0.053836115,0.114411757,3.593091422
0.932950408,1004.823855,0.004946723,7.299554086,0.125037613,0.002648469,-0.010759403,-0.065664466,0.169811379,2.873712349
0.930844786,1001.972846,0.014330576,7.248307947,0.163151322,0.002487525,0.051133437,-0.106939268,0.112487417,2.935023103
0.926450283,1006.302424,0.024635973,7.410925622,0.153309319,0.003339784,-0.049099681,-0.056656037,0.194050431,3.752935931
0.926321353,1003.936561,0.020132646,7.354821798,0.124865292,0.003280902,-0.027323859,-0.060225959,0.166871036,4.055872555
0.935847198,1005.494699,-0.012714946,7.275232986,0.140366015,0.004142056,0.010147497,-0.015578479,0.24651916,3.141416138
0.933030746,1004.614699,-0.023130833,7.298594235,0.187331742,0.005386904,0.065727404,0.014109236,0.195519082,2.522322392
0.927881834,1004.296655,-0.003643175,7.289566892,0.170992452,0.004368939,-0.056046975,0.02675978,0.425050828,3.254343494
